content.text,manuel_intent,manuel_category,manuel_sentiment
"Çok güzel! Bursa Nilüfer’de düğün mekanı arıyorsunuz.

Size en uygun mekanları önerebilmem için birkaç detaya daha ihtiyacım var:

1. **Tahmini düğün tarihiniz** belli mi? (Yıl-ay veya tam tarih olarak yazabilirsiniz.)  
2. **Kaç davetli** olmasını planlıyorsunuz?  
3. **Yemekli, kokteyl ya da sadece pasta & meşrubat** ikramı mı düşünüyorsunuz?  
4. **Kişi başı bütçeniz** nedir? (Yaklaşık bir aralık da yazabilirsiniz.)  
5. Mekan tercihiniz var mı? (Açık alan, kapalı alan, kır düğünü, otel, havuz başı vb.)

Bu sorulara kısaca yanıt verirseniz, size en uygun mekanları hemen önerebilirim!",Bot Yanıtı,Bot,Nötr
ağustos gibi olacak. 100 200 kişilik bir d,,,
"Teşekkürler! Ağustos ayında, 100-200 kişilik bir düğün planlıyorsunuz.

Birkaç detay daha alabilir miyim?
- **İkram tercihiniz** nedir? (Yemekli, kokteyl, pasta & meşrubat)
- **Kişi başı bütçeniz** yaklaşık ne kadar? (Örneğin: 500 TL, 1000 TL gibi)
- Mekan tercihiniz var mı? (Açık alan, kapalı alan, kır düğünü, otel, havuz başı vb.)

Bu bilgilerle Nilüfer ve yakın ilçelerde size en uygun mekanları hemen önerebilirim!",Bot Yanıtı,Bot,Nötr
"yemekli pasta meşrubat fark etmez. 200 bin liram var totalde dedim. bahçe olur, havuzbaşı olur fark etmez. ama güzel bir kır düğünü istiyorum",Ürün Arayışı,Tüm Düğün Firması,Nötr
,,,
"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Bot Yanıtı,Bot,Nötr
"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",,,
,,,
"Şu anda belirttiğiniz kriterlerle (Bursa Nilüfer, 100-200 kişilik, kır düğünü, toplam 200.000 TL bütçe) tam olarak uygun bir mekan bulamadım.

Dilerseniz:
- Yakın ilçelerde (Osmangazi, Mudanya, Görükle gibi) da arama yapabilirim,
- Kişi sayısı veya bütçenizde küçük değişiklikler yapabiliriz,
- Ya da farklı bir mekan türü (örneğin kapalı salon veya otel) de önerebilirim.

Kriterlerinizi biraz esnetmek ister misiniz, yoksa başka bir arama yapmamı ister misiniz?",Bot Yanıtı,Bot,Nötr
tüm bursa olabilir bana uyugn bir şey olsun.,,,
,,,
"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Bot Yanıtı,Bot,Nötr
,,,
,,,
Conversation resolved automatically.,,,
"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Bot Yanıtı,Bot,Nötr
Ne tür bir etkinlik yapmayı düşünüyorsunuz?,Bot Yanıtı,Bot,Nötr
Kına,Mekan Arayışı,Diğer Davet Mekanları,Nötr
"Harika! **Kına gecesi** için yardımcı olabilirim. Şimdi size daha iyi öneriler sunabilmem için birkaç bilgiye ihtiyacım olacak:

1. **Hangi şehir ve ilçede** kına gecenizi yapmak istiyorsunuz?
2. **Nasıl bir hizmet** arıyorsunuz? (Kına gecesi mekanı, kına organizasyonu, fotoğrafçı vb.)
3. **Tahmini tarih** belli mi?
4. **Kaç davetli** olmasını planlıyorsunuz?
5. **İkram tercihiniz** nedir? (Yemekli, kokteyl, pasta ve meşrubat gibi)

Sizin için önce hangi bilgiden başlamamı istersiniz?",Bot Yanıtı,Bot,Nötr
Erzurum,,,
"Teşekkürler! **Erzurum**’da kına gecesi için yardımcı olabilmem adına birkaç detay daha öğrenmem gerekiyor:

1. **Kına gecesi mekanı mı** arıyorsunuz, yoksa **organizasyon firması** veya başka bir hizmet mi düşünüyorsunuz?
2. **Tahmini kına tarihi** belli mi?
3. **Kaç davetli** olacak?
4. **İkram tercihiniz** nedir? (Yemekli, kokteyl, pasta ve meşrubat gibi)

Öncelikle hangi hizmeti aradığınızı öğrenebilir miyim? (Örneğin: Kına gecesi mekanı, kına organizasyonu, fotoğrafçı vb.)",Bot Yanıtı,Bot,Nötr
Kına gecesi salonu,Mekan Arayışı,Kına Gecesi Mekanı,Nötr
"Çok güzel! **Erzurum’da kına gecesi salonu** arıyorsunuz. Size en uygun salonları önerebilmem için birkaç bilgiye daha ihtiyacım var:

1. **Kına gecenizin tahmini tarihi** belli mi?
2. **Yaklaşık kaç davetli** olacak?
3. **İkram tercihiniz** nedir? (Yemekli, kokteyl, pasta ve meşrubat gibi)
4. **Kişi başı bütçeniz** ne kadar?

Bu bilgilerle size Erzurum ve yakın ilçelerde en uygun kına salonu önerilerini sunabilirim. Öncelikle tahmini tarih ve davetli sayısını öğrenebilir miyim?",Bot Yanıtı,Bot,Nötr
4 temmuz,,,
"Teşekkürler! **Kına gecenizin tarihi: 4 Temmuz** olarak not aldım.

Şimdi, yaklaşık **kaç davetli** olmasını planlıyorsunuz? Ayrıca, ikram tercihinizi de öğrenebilir miyim? (Yemekli, kokteyl, pasta ve meşrubat gibi)

Bu bilgilerle Erzurum ve çevresinde size en uygun kına gecesi salonlarını önerebilirim.",Bot Yanıtı,Bot,Nötr
200 kişi olacak,,,
"Harika, **200 davetli** olarak not aldım.

Şimdi, ikram tercihinizi öğrenebilir miyim? Kına gecenizde aşağıdaki seçeneklerden hangisini tercih ediyorsunuz?

- **Yemekli**
- **Kokteyl**
- **Pasta ve meşrubat**
- **İkram istemiyorum**

Ayrıca, kişi başı yaklaşık bir bütçe belirlediniz mi? (Örneğin: 250 TL, 300 TL gibi)

Bu bilgilerle Erzurum ve yakın ilçelerde size en uygun salonları hemen önerebilirim!",Bot Yanıtı,Bot,Nötr
Kurabiye meşrubat,Ürün Arayışı,Tüm Düğün Firması,Nötr
"Teşekkürler! **Kurabiye ve meşrubat** ikramı tercih ettiğinizi not aldım.

Şimdi son olarak, kişi başı veya toplamda bir bütçe belirlediniz mi? (Örneğin: Kişi başı 200 TL, toplam 40.000 TL gibi)

Bu bilgiyle Erzurum ve çevresinde, 4 Temmuz’da, 200 kişilik, kurabiye ve meşrubat ikramlı en uygun kına gecesi salonlarını hemen önerebilirim!",Bot Yanıtı,Bot,Nötr
25.000 30.000 arası,,,
,,,
"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Bot Yanıtı,Bot,Nötr
,,,
"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",,,
"Belirttiğiniz kriterlerle (**Erzurum’da, 4 Temmuz’da, 200 kişilik, kurabiye ve meşrubat ikramlı, 25.000-30.000 TL bütçeyle**) uygun bir kına gecesi salonu şu anda sistemimizde bulunamadı.

Dilerseniz:
- **Bütçenizi biraz artırabilir** veya
- **Yakın ilçelerdeki** salonları da değerlendirebilir,
- Ya da **ikram tercihinizi değiştirebilirsiniz**.

Kriterlerinizde bir değişiklik yapmak ister misiniz? Size en uygun alternatifi bulmam için nasıl ilerlememi istersiniz?",Bot Yanıtı,Bot,Nötr
25.000 35.000,,,
,,,
"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Bot Yanıtı,Bot,Nötr
,,,
"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",,,
"Belirttiğiniz yeni bütçe aralığıyla (**25.000-35.000 TL**) da Erzurum’da, 4 Temmuz’da, 200 kişilik, kurabiye ve meşrubat ikramlı uygun bir kına gecesi salonu şu anda sistemimizde bulunamadı.

Dilerseniz:
- **Yakın ilçelerdeki** salonları da değerlendirebilir,
- **Bütçenizi biraz daha artırabilir** veya
- **İkram tercihinizi değiştirebilirsiniz**.

Kriterlerinizde bir değişiklik yapmak ister misiniz? Size en uygun alternatifi bulmam için nasıl ilerlememi istersiniz?",Bot Yanıtı,Bot,Nötr
35.000,,,
,,,
"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Bot Yanıtı,Bot,Nötr
,,,
"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",,,
"Maalesef, **Erzurum’da 4 Temmuz tarihinde, 200 kişilik, kurabiye ve meşrubat ikramlı, 35.000 TL bütçeyle** uygun bir kına gecesi salonu şu anda sistemimizde bulunamadı.

Alternatif olarak:
- **Yakın ilçelerdeki** salonları da değerlendirmek ister misiniz?
- **Bütçenizi biraz daha artırabilir** ya da
- **İkram tercihinizi değiştirebilirsiniz**.

Kriterlerinizde bir değişiklik yapmak ister misiniz? Size en uygun alternatifi bulmam için nasıl ilerlememi istersiniz?",Bot Yanıtı,Bot,Nötr
Kurabiye çerez kola 30.000,Ürün Arayışı,Tüm Düğün Firması,Nötr
,,,
"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Bot Yanıtı,Bot,Nötr
,,,
"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",,,
"Üzgünüm, **Erzurum’da 4 Temmuz tarihinde, 200 kişilik, kurabiye, çerez ve kola ikramlı, 30.000 TL bütçeyle** uygun bir kına gecesi salonu şu anda sistemimizde bulunamadı.

Dilerseniz:
- **Yakın ilçelerdeki** salonları da değerlendirebilir,
- **Bütçenizi biraz artırabilir** veya
- **İkram tercihinizi değiştirebilirsiniz**.

Kriterlerinizde bir değişiklik yapmak ister misiniz? Size en uygun alternatifi bulmam için nasıl ilerlememi istersiniz?",Bot Yanıtı,Bot,Nötr
Conversation resolved automatically.,,,
"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Bot Yanıtı,Bot,Nötr
Ne tür bir etkinlik yapmayı düşünüyorsunuz?,Bot Yanıtı,Bot,Nötr
Balayı paketi,Balayı Arayışı,Tüm Balayı,Nötr
"Harika, balayı paketi arıyorsunuz! Size en uygun balayı seçeneklerini sunabilmem için birkaç bilgiye daha ihtiyacım olacak:

1. **Hangi şehir veya bölgede balayı yapmak istiyorsunuz?** (Örneğin: Antalya, Bodrum, Kapadokya, yurtdışı vb.)
2. **Tahmini balayı tarihiniz nedir?**
3. **Kaç gece/kaç gün konaklamayı düşünüyorsunuz?**
4. **Toplam balayı bütçeniz nedir?**
5. **Özel bir konsept veya tercih ettiğiniz bir otel türü var mı?** (Örneğin: her şey dahil, butik otel, villa, balayı suitleri vb.)

Bu bilgileri paylaşırsanız, size en uygun balayı otelleri ve paketlerini hemen önerebilirim!",Bot Yanıtı,Bot,Nötr
Bodrum 9 Eylül 13 Eylül  herşey dahil balayı suiti,Balayı Arayışı,Balayı Oteli,Nötr
"Çok güzel bir tercih! **Bodrum’da 9 Eylül - 13 Eylül** tarihleri arasında, **her şey dahil balayı suiti** arıyorsunuz.

Size en uygun balayı otellerini ve paketlerini önerebilmem için son bir bilgiye daha ihtiyacım var:

**Toplam balayı bütçeniz nedir?** (Yaklaşık bir fiyat aralığı belirtirseniz, size en uygun seçenekleri sunabilirim.)

Ek olarak, özel bir isteğiniz veya balayı süitinde olmasını istediğiniz bir özellik (örneğin deniz manzarası, jakuzili oda, özel havuz vb.) var mı?",Bot Yanıtı,Bot,Nötr
50.000 60.000 arası,,,
"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Bot Yanıtı,Bot,Nötr
,,,
,,,
"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",,,
"Belirttiğiniz kriterlerde (**Bodrum’da, 9-13 Eylül arası, her şey dahil balayı suiti, 50.000-60.000 TL bütçe**) tam olarak uygun bir seçenek bulamadım.

Dilerseniz;
- **Yakın tarihlerde** veya
- **Bodrum’a komşu ilçelerde** (örneğin: Marmaris, Kuşadası, Didim gibi) veya
- **Bütçenizi biraz artırarak/azaltarak**

tekrar arama yapabilirim.

Kriterlerinizde bir esneklik yapabilir misiniz, yoksa başka bir bölge veya tarih denememi ister misiniz? Size en iyi balayı deneyimini yaşatmak için yardımcı olmaktan mutluluk duyarım!",Bot Yanıtı,Bot,Nötr
Marmaris,,,
,,,
"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Bot Yanıtı,Bot,Nötr
"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",,,
,,,
"Üzgünüm, **Marmaris’te 9-13 Eylül arası, her şey dahil balayı suiti ve 50.000-60.000 TL bütçeyle** tam olarak uygun bir seçenek bulamadım.

Dilerseniz;
- **Yakın ilçelerde** (Örneğin: Fethiye, Datça, Bodrum tekrar denenebilir)
- **Bütçenizi biraz artırarak veya azaltarak**
- **Her şey dahil yerine yarım pansiyon veya oda kahvaltı** gibi farklı konseptleri seçerek

tekrar arama yapabilirim.

Kriterlerinizde bir değişiklik yapmak ister misiniz? Size en uygun balayı otelini bulmak için yardımcı olmaktan mutluluk duyarım!",Bot Yanıtı,Bot,Nötr
Fethiye,,,
,,,
,,,
Conversation resolved automatically.,,,
Ne tür bir etkinlik yapmayı düşünüyorsunuz?,Bot Yanıtı,Bot,Nötr
"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Bot Yanıtı,Bot,Nötr
Gündüz kır düğünü,Mekan Arayışı,Kır Düğünü,Nötr
"Harika bir tercih! **Gündüz kır düğünü** için size en uygun mekanları önerebilmem adına birkaç bilgiye daha ihtiyacım olacak:

1. **Düğününüzü hangi şehir ve ilçede yapmak istiyorsunuz?**
2. **Tahmini düğün tarihiniz belli mi?**
3. **Yaklaşık kaç davetli olacak?**
4. **Yemekli mi, kokteylli mi, yoksa sadece pasta ve meşrubat ikramı mı düşünüyorsunuz?**
5. **Kişi başı bütçeniz nedir?**

Bu bilgileri paylaşırsanız, size en uygun kır düğünü mekanlarını hemen önerebilirim!",Bot Yanıtı,Bot,Nötr
"300 davetli, Ankara dükkanı kokteyl menü kişilik başı 250-500Tl",Ürün Arayışı,Tüm Düğün Firması,Nötr
"Çok teşekkürler! Şimdiye kadar aldığım bilgiler:

- **Etkinlik türü:** Gündüz kır düğünü
- **Şehir:** Ankara
- **Davetli sayısı:** 300 kişi
- **İkram:** Kokteyl menü
- **Kişi başı bütçe:** 250-500 TL

Birazdan size Ankara’daki ve yakın ilçelerdeki uygun kır düğünü mekanlarını önereceğim. Son olarak, düğün için düşündüğünüz **tahmini tarihi** paylaşabilir misiniz? Böylece mekanların uygunluğunu daha iyi değerlendirebilirim.",Bot Yanıtı,Bot,Nötr
Temmuz ayı,,,
,,,
,,,
İncek apple gardenya için fiyat ne kadar kişi başı,,,
"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Bot Yanıtı,Bot,Nötr
,,,
,,,
,,,
Conversation resolved automatically.,,,
Ne tür bir etkinlik yapmayı düşünüyorsunuz?,Bot Yanıtı,Bot,Nötr
"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Bot Yanıtı,Bot,Nötr
Alaçam merkezdemisiniz,,,
"Ben fiziksel olarak bir yerde bulunmuyorum; tamamen dijital bir asistanım ve her yerden size yardımcı olabilirim. Ancak, **Alaçam** ilçesinde veya yakınında düğün, kına, nişan gibi etkinlikler için mekan ve organizasyon önerileri sunabilirim.

Size nasıl yardımcı olabilirim? Örneğin, Alaçam’da hangi tür etkinlik için mekan veya hizmet arıyorsunuz?",Bot Yanıtı,Bot,Nötr
Hasret düğün salonu tam olarak nerde,Mekan Arayışı,Düğün Mekanları,Nötr
,,,
"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Bot Yanıtı,Bot,Nötr
,,,
,,,
Hasret yokmu,,,
"Şu anda veri tabanımda **Alaçam** ilçesinde ""Hasret Düğün Salonu"" ile ilgili kesin bir kayıt bulunmuyor. Ancak, bazen düğün salonları isim değişikliği yapabiliyor veya farklı bir isimle kaydedilmiş olabiliyor.

Size en yakın ve popüler düğün salonları olarak **Sedef Düğün Sarayı** ve **İlkadım Sosyal Tesisleri**’ni önerebilirim. Dilerseniz bu salonlar hakkında daha fazla bilgi verebilirim ya da başka bir ilçede veya farklı bir isimle arama yapmamı ister misiniz?

Ayrıca, **Hasret Düğün Salonu** ile ilgili daha fazla bilgiye ulaşmak için salonun tam adresini veya telefon numarasını biliyorsanız, bana iletebilirsiniz. Böylece size daha iyi yardımcı olabilirim.

Başka bir salon veya hizmet arayışınız varsa, lütfen belirtin!",Bot Yanıtı,Bot,Nötr
Conversation resolved automatically.,,,
Ne tür bir etkinlik yapmayı düşünüyorsunuz?,Bot Yanıtı,Bot,Nötr
"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Bot Yanıtı,Bot,Nötr
Düğün,Mekan Arayışı,Düğün Mekanları,Nötr
"Harika! Düğün organizasyonunuz için yardımcı olmaktan mutluluk duyarım. Size en uygun mekan veya hizmeti önerebilmem için birkaç bilgiye daha ihtiyacım olacak.

Öncelikle, düğününüzü hangi şehir ve ilçede yapmak istiyorsunuz?",Bot Yanıtı,Bot,Nötr
Ankara Keçiören,,,
"Teşekkürler! **Ankara Keçiören**’de düğün yapmak istiyorsunuz. Şimdi, nasıl bir hizmet aradığınızı öğrenmek isterim:

Aşağıdakilerden hangisiyle ilgileniyorsunuz?
- **Düğün Mekanı**
- **Düğün Organizasyonu**
- **Düğün Fotoğrafçılığı**
- **Düğün Pastası**
- **Düğün Arabası**
- **Başka bir hizmet** (Belirtir misiniz?)

Sizin için hangi hizmeti önermemi istersiniz?",Bot Yanıtı,Bot,Nötr
